id,crawl_id,source_url,target_url,anchor_text,is_internal,is_nofollow,is_sponsored,is_ugc
539388,crawl_20260924_001323,https://www.drivio.in/ather-energy/rizta,https://www.drivio.in/,,1,0,0,0
539389,crawl_20260924_001323,https://www.drivio.in/ather-energy/rizta,https://www.drivio.in/,Home,1,0,0,0
539419,crawl_20260924_001323,https://www.drivio.in/ather-energy/rizta,https://www.drivio.in/,,1,0,0,0
539421,crawl_20260924_001323,https://www.drivio.in/ather-energy/rizta,https://www.drivio.in/,,1,0,0,0
539440,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,https://www.drivio.in/,Home,1,0,0,0
539445,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,https://www.drivio.in/,,1,0,0,0
539446,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,https://www.drivio.in/,Home,1,0,0,0
539476,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,https://www.drivio.in/,,1,0,0,0
539478,crawl_20260924_001323,https://www.drivio.in/avan-motors-scooters,https://www.drivio.in/,,1,0,0,0
539497,crawl_20260924_001323,https://www.drivio.in/atumobile/atumvader,https://www.drivio.in/,Home,1,0,0,0
539547,crawl_20260924_001323,https://www.drivio.in/atumobile/atumvader,https://www.drivio.in/,,1,0,0,0
539548,crawl_20260924_001323,https://www.drivio.in/atumobile/atumvader,https://www.drivio.in/,Home,1,0,0,0
539578,crawl_20260924_001323,https://www.drivio.in/atumobile/atumvader,https://www.drivio.in/,,1,0,0,0
539580,crawl_20260924_001323,https://www.drivio.in/atumobile/atumvader,https://www.drivio.in/,,1,0,0,0
539599,crawl_20260924_001323,https://www.drivio.in/atumobile/atum-version-1.0,https://www.drivio.in/,Home,1,0,0,0
539664,crawl_20260924_001323,https://www.drivio.in/atumobile/atum-version-1.0,https://www.drivio.in/,,1,0,0,0
539665,crawl_20260924_001323,https://www.drivio.in/atumobile/atum-version-1.0,https://www.drivio.in/,Home,1,0,0,0
539695,crawl_20260924_001323,https://www.drivio.in/atumobile/atum-version-1.0,https://www.drivio.in/,,1,0,0,0
539697,crawl_20260924_001323,https://www.drivio.in/atumobile/atum-version-1.0,https://www.drivio.in/,,1,0,0,0
539716,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,https://www.drivio.in/,Home,1,0,0,0
539725,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,https://www.drivio.in/,,1,0,0,0
539726,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,https://www.drivio.in/,Home,1,0,0,0
539756,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,https://www.drivio.in/,,1,0,0,0
539758,crawl_20260924_001323,https://www.drivio.in/ather-energy-ev,https://www.drivio.in/,,1,0,0,0
539777,crawl_20260924_001323,https://www.drivio.in/avera-ev,https://www.drivio.in/,Home,1,0,0,0
539783,crawl_20260924_001323,https://www.drivio.in/avera-ev,https://www.drivio.in/,,1,0,0,0
539784,crawl_20260924_001323,https://www.drivio.in/avera-ev,https://www.drivio.in/,Home,1,0,0,0
539814,crawl_20260924_001323,https://www.drivio.in/avera-ev,https://www.drivio.in/,,1,0,0,0
539816,crawl_20260924_001323,https://www.drivio.in/avera-ev,https://www.drivio.in/,,1,0,0,0
539835,crawl_20260924_001323,https://www.drivio.in/avon-ev,https://www.drivio.in/,Home,1,0,0,0
539845,crawl_20260924_001323,https://www.drivio.in/avon-ev,https://www.drivio.in/,,1,0,0,0
539846,crawl_20260924_001323,https://www.drivio.in/avon-ev,https://www.drivio.in/,Home,1,0,0,0
539876,crawl_20260924_001323,https://www.drivio.in/avon-ev,https://www.drivio.in/,,1,0,0,0
539878,crawl_20260924_001323,https://www.drivio.in/avon-ev,https://www.drivio.in/,,1,0,0,0
539897,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,https://www.drivio.in/,Home,1,0,0,0
539912,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,https://www.drivio.in/,,1,0,0,0
539913,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,https://www.drivio.in/,Home,1,0,0,0
539943,crawl_20260924_001323,https://www.drivio.in/bajaj-bikes,https://www.drivio.in/,,1,0,0,0
